index,codec_name,codec_long_name,profile,codec_type,codec_tag_string,codec_tag,sample_fmt,sample_rate,channels,channel_layout,bits_per_sample,initial_padding,id,r_frame_rate,avg_frame_rate,time_base,start_pts,start_time,duration_ts,duration,bit_rate,nb_frames,extradata_size,disposition.default,disposition.dub,disposition.original,disposition.comment,disposition.lyrics,disposition.karaoke,disposition.forced,disposition.hearing_impaired,disposition.visual_impaired,disposition.clean_effects,disposition.attached_pic,disposition.timed_thumbnails,disposition.non_diegetic,disposition.captions,disposition.descriptions,disposition.metadata,disposition.dependent,disposition.still_image,disposition.multilayer,tags,bits_per_raw_sample,format.filename,format.nb_streams,format.nb_programs,format.nb_stream_groups,format.format_name,format.format_long_name,format.start_time,format.duration,format.size,format.bit_rate,format.probe_score,format.tags.major_brand,format.tags.minor_version,format.tags.compatible_brands,format.tags.creation_time
0,aac,AAC (Advanced Audio Coding),LC,audio,mp4a,0x6134706d,fltp,48000,2,stereo,32,0,0x1,0/0,0/0,1/48000,0,0.000000,360448,7.509333,76074,352,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'creation_time': '2025-03-14T17:34:01.000000Z', 'language': 'und', 'handler_name': 'AAC audio', 'vendor_id': '[0][0][0][0]'}",32,../sample_audio/m4a/sample_zoom_audio.m4a,1,0,0,"mov,mp4,m4a,3gp,3g2,mj2",QuickTime / MOV,0.000000,7.509333,73620,78430,100,mp42,0,isommp42,2025-03-14T17:34:01.000000Z
