index,codec_name,codec_long_name,codec_type,codec_tag_string,codec_tag,sample_fmt,sample_rate,channels,channel_layout,bits_per_sample,initial_padding,r_frame_rate,avg_frame_rate,time_base,start_pts,start_time,duration_ts,duration,bit_rate,disposition.default,disposition.dub,disposition.original,disposition.comment,disposition.lyrics,disposition.karaoke,disposition.forced,disposition.hearing_impaired,disposition.visual_impaired,disposition.clean_effects,disposition.attached_pic,disposition.timed_thumbnails,disposition.non_diegetic,disposition.captions,disposition.descriptions,disposition.metadata,disposition.dependent,disposition.still_image,disposition.multilayer,tags.encoder,bits_per_raw_sample,format.filename,format.nb_streams,format.nb_programs,format.nb_stream_groups,format.format_name,format.format_long_name,format.start_time,format.duration,format.size,format.bit_rate,format.probe_score,format.tags.date,format.tags.encoded_by,format.tags.encoder
0,mp3,MP3 (MPEG audio layer 3),audio,[0][0][0][0],0x0000,fltp,44100,2,stereo,32,0,0/0,0/0,1/14112000,353600,0.025057,141557760,10.031020,192000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lavc61.31,32,../sample_audio/mp3/first_ten_Sample_HV_Clip.mp3,1,0,0,mp3,MP2/3 (MPEG audio layer 2/3),0.025057,10.031020,241471,192579,51,2018-05-21,ZOOM Handy Recorder H4n,Lavf61.9.106
