index,codec_name,codec_long_name,codec_type,codec_tag_string,codec_tag,sample_fmt,sample_rate,channels,bits_per_sample,initial_padding,r_frame_rate,avg_frame_rate,time_base,duration_ts,duration,bit_rate,disposition.default,disposition.dub,disposition.original,disposition.comment,disposition.lyrics,disposition.karaoke,disposition.forced,disposition.hearing_impaired,disposition.visual_impaired,disposition.clean_effects,disposition.attached_pic,disposition.timed_thumbnails,disposition.non_diegetic,disposition.captions,disposition.descriptions,disposition.metadata,disposition.dependent,disposition.still_image,disposition.multilayer,bits_per_raw_sample,format.filename,format.nb_streams,format.nb_programs,format.nb_stream_groups,format.format_name,format.format_long_name,format.duration,format.size,format.bit_rate,format.probe_score,format.tags.date,format.tags.encoder,format.tags.encoded_by
0,pcm_s16le,PCM signed 16-bit little-endian,audio,[1][0][0][0],0x0001,s16,44100,1,16,0,0/0,0/0,1/44100,441000,10.000000,705600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,../sample_audio/wav/mono_first_ten_Sample_HV_Clip.wav,1,0,0,wav,WAV / WAVE (Waveform Audio),10.000000,882130,705704,99,2018-05-21,Lavf61.9.106,ZOOM Handy Recorder H4n
