index,codec_name,codec_long_name,codec_type,codec_tag_string,codec_tag,sample_fmt,sample_rate,channels,channel_layout,bits_per_sample,initial_padding,r_frame_rate,avg_frame_rate,time_base,start_pts,start_time,duration_ts,duration,bits_per_raw_sample,extradata_size,disposition.default,disposition.dub,disposition.original,disposition.comment,disposition.lyrics,disposition.karaoke,disposition.forced,disposition.hearing_impaired,disposition.visual_impaired,disposition.clean_effects,disposition.attached_pic,disposition.timed_thumbnails,disposition.non_diegetic,disposition.captions,disposition.descriptions,disposition.metadata,disposition.dependent,disposition.still_image,disposition.multilayer,format.filename,format.nb_streams,format.nb_programs,format.nb_stream_groups,format.format_name,format.format_long_name,format.start_time,format.duration,format.size,format.bit_rate,format.probe_score,format.tags.encoder
0,flac,FLAC (Free Lossless Audio Codec),audio,[0][0][0][0],0x0000,s16,16000,2,stereo,16,0,0/0,0/0,1/16000,0,0.000000,160000,10.000000,16,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,../sample_audio/wav/pydub/ar_16000_c-a_flac_compression_level_5/first_ten_Sample_HV_Clip.flac,1,0,0,flac,raw FLAC,0.000000,10.000000,338212,270569,100,Lavf61.7.100
